,elevation nodes,vegetation
146,"(0.075, 0.075)","(0.06, 0.06)"
147,"(0.075, 0.125)","(0.06, 0.14)"
148,"(0.075, 0.125)","(0.06, 0.14)"
149,"(0.075, 0.125)","(0.06, 0.14)"
150,"(0.075, 0.125)","(0.06, 0.14)"
151,"(0.075, 0.125)","(0.06, 0.14)"
152,"(0.075, 0.125)","(0.06, 0.14)"
153,"(0.075, 0.125)","(0.06, 0.14)"
154,"(0.075, 0.125)","(0.06, 0.14)"
155,"(0.075, 0.125)","(0.06, 0.14)"
156,"(0.075, 0.125)","(0.06, 0.14)"
157,"(0.075, 0.125)","(0.06, 0.14)"
158,"(0.075, 0.125)","(0.06, 0.14)"
159,"(0.075, 0.125)","(0.06, 0.14)"
160,"(0.075, 0.125)","(0.06, 0.14)"
161,"(0.075, 0.125)","(0.06, 0.14)"
162,"(0.075, 0.125)","(0.06, 0.14)"
163,"(0.075, 0.125)","(0.06, 0.14)"
164,"(0.075, 0.125)","(0.06, 0.14)"
165,"(0.075, 0.125)","(0.06, 0.14)"
166,"(0.075, 0.125)","(0.06, 0.14)"
167,"(0.075, 0.125)","(0.06, 0.14)"
168,"(0.075, 0.125)","(0.06, 0.14)"
169,"(0.075, 0.125)","(0.06, 0.14)"
170,"(0.075, 0.125)","(0.06, 0.14)"
171,"(0.075, 0.125)","(0.06, 0.14)"
172,"(0.075, 0.125)","(0.06, 0.14)"
173,"(0.075, 0.125)","(0.06, 0.14)"
174,"(0.075, 0.125)","(0.06, 0.14)"
175,"(0.075, 0.125)","(0.06, 0.14)"
176,"(0.075, 0.125)","(0.06, 0.14)"
177,"(0.075, 0.125)","(0.06, 0.14)"
178,"(0.075, 0.125)","(0.06, 0.14)"
179,"(0.075, 0.125)","(0.06, 0.14)"
180,"(0.075, 0.125)","(0.06, 0.14)"
181,"(0.075, 0.125)","(0.06, 0.14)"
182,"(0.075, 0.125)","(0.06, 0.14)"
183,"(0.075, 0.125)","(0.06, 0.14)"
184,"(0.075, 0.125)","(0.06, 0.14)"
185,"(0.075, 0.125)","(0.06, 0.14)"
186,"(0.075, 0.125)","(0.06, 0.14)"
187,"(0.075, 0.125)","(0.06, 0.14)"
188,"(0.075, 0.075)","(0.06, 0.06)"
189,"(0.075, 0.075)","(0.06, 0.06)"
190,"(0.075, 0.075)","(0.06, 0.06)"
191,"(0.075, 0.075)","(0.06, 0.06)"
192,"(0.075, 0.075)","(0.06, 0.06)"
193,"(0.075, 0.075)","(0.06, 0.06)"
194,"(0.075, 0.075)","(0.06, 0.06)"
195,"(0.075, 0.075)","(0.06, 0.06)"
196,"(0.075, 0.075)","(0.06, 0.06)"
197,"(0.075, 0.075)","(0.06, 0.06)"
198,"(0.075, 0.075)","(0.06, 0.06)"
199,"(0.075, 0.075)","(0.06, 0.06)"
200,"(0.075, 0.075)","(0.06, 0.06)"
201,"(0.075, 0.075)","(0.06, 0.06)"
202,"(0.075, 0.075)","(0.06, 0.06)"
203,"(0.075, 0.075)","(0.06, 0.06)"
204,"(0.075, 0.075)","(0.06, 0.06)"
205,"(0.075, 0.075)","(0.06, 0.06)"
206,"(0.075, 0.075)","(0.06, 0.06)"
207,"(0.075, 0.075)","(0.06, 0.06)"
208,"(0.075, 0.075)","(0.06, 0.06)"
209,"(0.075, 0.075)","(0.06, 0.06)"
210,"(0.075, 0.075)","(0.06, 0.06)"
211,"(0.075, 0.075)","(0.06, 0.06)"
212,"(0.075, 0.075)","(0.06, 0.06)"
213,"(0.075, 0.075)","(0.06, 0.06)"
214,"(0.075, 0.075)","(0.06, 0.06)"
215,"(0.075, 0.075)","(0.06, 0.06)"
216,"(0.075, 0.075)","(0.06, 0.06)"
217,"(0.075, 0.075)","(0.06, 0.06)"
218,"(0.075, 0.075)","(0.06, 0.06)"
219,"(0.075, 0.075)","(0.06, 0.06)"
220,"(0.075, 0.075)","(0.06, 0.06)"
221,"(0.075, 0.075)","(0.06, 0.06)"
222,"(0.075, 0.075)","(0.06, 0.06)"
223,"(0.075, 0.075)","(0.06, 0.06)"
224,"(0.075, 0.075)","(0.06, 0.06)"
225,"(0.075, 0.075)","(0.06, 0.06)"
226,"(0.075, 0.075)","(0.06, 0.06)"
227,"(0.075, 0.075)","(0.06, 0.06)"
228,"(0.075, 0.075)","(0.06, 0.06)"
229,"(0.075, 0.075)","(0.06, 0.06)"
230,"(0.075, 0.075)","(0.06, 0.06)"
231,"(0.075, 0.075)","(0.06, 0.06)"
232,"(0.075, 0.075)","(0.06, 0.06)"
233,"(0.075, 0.075)","(0.06, 0.06)"
234,"(0.075, 0.075)","(0.06, 0.06)"
235,"(0.075, 0.075)","(0.06, 0.06)"
236,"(0.075, 0.075)","(0.06, 0.06)"
237,"(0.075, 0.1)","(0.06, 0.1)"
238,"(0.075, 0.1)","(0.06, 0.1)"
239,"(0.075, 0.1)","(0.06, 0.1)"
240,"(0.075, 0.1)","(0.06, 0.1)"
241,"(0.075, 0.1)","(0.06, 0.1)"
242,"(0.075, 0.1)","(0.06, 0.1)"
243,"(0.075, 0.1)","(0.06, 0.1)"
244,"(0.075, 0.1)","(0.06, 0.1)"
245,"(0.075, 0.1)","(0.06, 0.1)"
246,"(0.075, 0.1)","(0.06, 0.1)"
247,"(0.075, 0.1)","(0.06, 0.1)"
248,"(0.075, 0.1)","(0.06, 0.1)"
249,"(0.075, 0.1)","(0.06, 0.1)"
250,"(0.075, 0.1)","(0.06, 0.1)"
251,"(0.075, 0.1)","(0.06, 0.1)"
252,"(0.075, 0.075)","(0.06, 0.06)"
253,"(0.075, 0.075)","(0.06, 0.06)"
254,"(0.075, 0.075)","(0.06, 0.06)"
255,"(0.075, 0.075)","(0.06, 0.06)"
256,"(0.075, 0.075)","(0.06, 0.06)"
257,"(0.075, 0.075)","(0.06, 0.06)"
258,"(0.075, 0.075)","(0.06, 0.06)"
259,"(0.075, 0.075)","(0.06, 0.06)"
260,"(0.075, 0.075)","(0.06, 0.06)"
261,"(0.075, 0.075)","(0.06, 0.06)"
262,"(0.075, 0.075)","(0.06, 0.06)"
263,"(0.075, 0.075)","(0.06, 0.06)"
264,"(0.075, 0.075)","(0.06, 0.06)"
265,"(0.075, 0.075)","(0.06, 0.06)"
266,"(0.075, 0.075)","(0.06, 0.06)"
267,"(0.075, 0.075)","(0.06, 0.06)"
268,"(0.075, 0.075)","(0.06, 0.06)"
269,"(0.075, 0.075)","(0.06, 0.06)"
270,"(0.075, 0.075)","(0.06, 0.06)"
271,"(0.075, 0.075)","(0.06, 0.06)"
272,"(0.075, 0.075)","(0.06, 0.06)"
273,"(0.075, 0.075)","(0.06, 0.06)"
274,"(0.075, 0.075)","(0.06, 0.06)"
275,"(0.075, 0.075)","(0.06, 0.06)"
276,"(0.075, 0.075)","(0.06, 0.06)"
277,"(0.075, 0.075)","(0.06, 0.06)"
278,"(0.075, 0.075)","(0.06, 0.06)"
279,"(0.075, 0.075)","(0.06, 0.06)"
280,"(0.075, 0.075)","(0.06, 0.06)"
281,"(0.075, 0.075)","(0.06, 0.06)"
282,"(0.075, 0.075)","(0.06, 0.06)"
283,"(0.075, 0.075)","(0.06, 0.06)"
284,"(0.075, 0.075)","(0.06, 0.06)"
285,"(0.075, 0.075)","(0.06, 0.06)"
286,"(0.075, 0.075)","(0.06, 0.06)"
287,"(0.075, 0.075)","(0.06, 0.06)"
288,"(0.075, 0.075)","(0.06, 0.06)"
289,"(0.075, 0.075)","(0.06, 0.06)"
290,"(0.075, 0.075)","(0.06, 0.06)"
291,"(0.075, 0.075)","(0.06, 0.06)"
292,"(0.075, 0.125)","(0.06, 0.14)"
293,"(0.075, 0.125)","(0.06, 0.14)"
294,"(0.075, 0.125)","(0.06, 0.14)"
295,"(0.075, 0.125)","(0.06, 0.14)"
296,"(0.075, 0.125)","(0.06, 0.14)"
297,"(0.075, 0.075)","(0.06, 0.06)"
298,"(0.075, 0.075)","(0.06, 0.06)"
299,"(0.075, 0.075)","(0.06, 0.06)"
300,"(0.075, 0.075)","(0.06, 0.06)"
301,"(0.075, 0.075)","(0.06, 0.06)"
302,"(0.075, 0.075)","(0.06, 0.06)"
303,"(0.075, 0.075)","(0.06, 0.06)"
304,"(0.075, 0.125)","(0.06, 0.14)"
305,"(0.075, 0.125)","(0.06, 0.14)"
306,"(0.075, 0.125)","(0.06, 0.14)"
307,"(0.075, 0.125)","(0.06, 0.14)"
308,"(0.075, 0.125)","(0.06, 0.14)"
309,"(0.075, 0.125)","(0.06, 0.14)"
310,"(0.075, 0.125)","(0.06, 0.14)"
311,"(0.075, 0.125)","(0.06, 0.14)"
312,"(0.075, 0.125)","(0.06, 0.14)"
313,"(0.075, 0.125)","(0.06, 0.14)"
314,"(0.075, 0.125)","(0.06, 0.14)"
315,"(0.075, 0.125)","(0.06, 0.14)"
316,"(0.075, 0.125)","(0.06, 0.14)"
317,"(0.075, 0.125)","(0.06, 0.14)"
318,"(0.075, 0.125)","(0.06, 0.14)"
319,"(0.075, 0.125)","(0.06, 0.14)"
320,"(0.075, 0.125)","(0.06, 0.14)"
321,"(0.075, 0.125)","(0.06, 0.14)"
322,"(0.075, 0.125)","(0.06, 0.14)"
323,"(0.075, 0.125)","(0.06, 0.14)"
324,"(0.075, 0.125)","(0.06, 0.14)"
325,"(0.075, 0.125)","(0.06, 0.14)"
326,"(0.075, 0.125)","(0.06, 0.14)"
327,"(0.075, 0.125)","(0.06, 0.14)"
328,"(0.075, 0.125)","(0.06, 0.14)"
329,"(0.075, 0.125)","(0.06, 0.14)"
330,"(0.075, 0.125)","(0.06, 0.14)"
331,"(0.075, 0.125)","(0.06, 0.14)"
332,"(0.075, 0.125)","(0.06, 0.14)"
333,"(0.075, 0.125)","(0.06, 0.14)"
334,"(0.075, 0.125)","(0.06, 0.14)"
335,"(0.075, 0.125)","(0.06, 0.14)"
336,"(0.075, 0.125)","(0.06, 0.14)"
337,"(0.075, 0.125)","(0.06, 0.14)"
338,"(0.075, 0.125)","(0.06, 0.14)"
339,"(0.075, 0.125)","(0.06, 0.14)"
340,"(0.075, 0.125)","(0.06, 0.14)"
341,"(0.075, 0.125)","(0.06, 0.14)"
342,"(0.075, 0.125)","(0.06, 0.14)"
343,"(0.075, 0.125)","(0.06, 0.14)"
344,"(0.075, 0.125)","(0.06, 0.14)"
345,"(0.075, 0.125)","(0.06, 0.14)"
346,"(0.075, 0.125)","(0.06, 0.14)"
347,"(0.075, 0.125)","(0.06, 0.14)"
348,"(0.075, 0.125)","(0.06, 0.14)"
349,"(0.075, 0.125)","(0.06, 0.14)"
350,"(0.075, 0.125)","(0.06, 0.14)"
351,"(0.075, 0.125)","(0.06, 0.14)"
352,"(0.075, 0.125)","(0.06, 0.14)"
353,"(0.075, 0.125)","(0.06, 0.14)"
354,"(0.075, 0.125)","(0.06, 0.14)"
355,"(0.075, 0.125)","(0.06, 0.14)"
356,"(0.075, 0.125)","(0.06, 0.14)"
357,"(0.075, 0.125)","(0.06, 0.14)"
358,"(0.075, 0.125)","(0.06, 0.14)"
359,"(0.075, 0.125)","(0.06, 0.14)"
360,"(0.075, 0.125)","(0.06, 0.14)"
361,"(0.075, 0.125)","(0.06, 0.14)"
362,"(0.075, 0.125)","(0.06, 0.14)"
363,"(0.075, 0.125)","(0.06, 0.14)"
364,"(0.075, 0.125)","(0.06, 0.14)"
365,"(0.075, 0.125)","(0.06, 0.14)"
366,"(0.075, 0.125)","(0.06, 0.14)"
367,"(0.075, 0.125)","(0.06, 0.14)"
368,"(0.075, 0.125)","(0.06, 0.14)"
369,"(0.075, 0.125)","(0.06, 0.14)"
370,"(0.075, 0.125)","(0.06, 0.14)"
371,"(0.075, 0.125)","(0.06, 0.14)"
372,"(0.075, 0.125)","(0.06, 0.14)"
373,"(0.075, 0.125)","(0.06, 0.14)"
374,"(0.075, 0.125)","(0.06, 0.14)"
375,"(0.075, 0.125)","(0.06, 0.14)"
376,"(0.075, 0.125)","(0.06, 0.14)"
377,"(0.075, 0.125)","(0.06, 0.14)"
378,"(0.075, 0.125)","(0.06, 0.14)"
379,"(0.075, 0.125)","(0.06, 0.14)"
380,"(0.075, 0.125)","(0.06, 0.14)"
381,"(0.075, 0.125)","(0.06, 0.14)"
382,"(0.075, 0.125)","(0.06, 0.14)"
383,"(0.075, 0.125)","(0.06, 0.14)"
384,"(0.075, 0.125)","(0.06, 0.14)"
385,"(0.075, 0.125)","(0.06, 0.14)"
386,"(0.075, 0.125)","(0.06, 0.14)"
387,"(0.075, 0.125)","(0.06, 0.14)"
388,"(0.075, 0.125)","(0.06, 0.14)"
389,"(0.075, 0.125)","(0.06, 0.14)"
390,"(0.075, 0.125)","(0.06, 0.14)"
391,"(0.075, 0.125)","(0.06, 0.14)"
392,"(0.075, 0.125)","(0.06, 0.14)"
393,"(0.075, 0.125)","(0.06, 0.14)"
394,"(0.075, 0.125)","(0.06, 0.14)"
395,"(0.075, 0.125)","(0.06, 0.14)"
396,"(0.075, 0.125)","(0.06, 0.14)"
397,"(0.075, 0.125)","(0.06, 0.14)"
398,"(0.075, 0.125)","(0.06, 0.14)"
399,"(0.075, 0.125)","(0.06, 0.14)"
400,"(0.075, 0.125)","(0.06, 0.14)"
401,"(0.075, 0.125)","(0.06, 0.14)"
402,"(0.075, 0.125)","(0.06, 0.14)"
403,"(0.075, 0.125)","(0.06, 0.14)"
404,"(0.075, 0.125)","(0.06, 0.14)"
405,"(0.075, 0.125)","(0.06, 0.14)"
406,"(0.075, 0.125)","(0.06, 0.14)"
407,"(0.075, 0.125)","(0.06, 0.14)"
408,"(0.075, 0.125)","(0.06, 0.14)"
409,"(0.075, 0.125)","(0.06, 0.14)"
410,"(0.075, 0.125)","(0.06, 0.14)"
411,"(0.075, 0.125)","(0.06, 0.14)"
412,"(0.075, 0.125)","(0.06, 0.14)"
413,"(0.075, 0.125)","(0.06, 0.14)"
414,"(0.075, 0.125)","(0.06, 0.14)"
415,"(0.075, 0.125)","(0.06, 0.14)"
416,"(0.075, 0.125)","(0.06, 0.14)"
417,"(0.075, 0.125)","(0.06, 0.14)"
418,"(0.075, 0.125)","(0.06, 0.14)"
419,"(0.075, 0.125)","(0.06, 0.14)"
420,"(0.075, 0.125)","(0.06, 0.14)"
421,"(0.075, 0.125)","(0.06, 0.14)"
422,"(0.075, 0.125)","(0.06, 0.14)"
423,"(0.075, 0.125)","(0.06, 0.14)"
424,"(0.075, 0.125)","(0.06, 0.14)"
425,"(0.075, 0.125)","(0.06, 0.14)"
426,"(0.075, 0.125)","(0.06, 0.14)"
427,"(0.075, 0.125)","(0.06, 0.14)"
428,"(0.075, 0.125)","(0.06, 0.14)"
429,"(0.075, 0.125)","(0.06, 0.14)"
430,"(0.075, 0.125)","(0.06, 0.14)"
431,"(0.075, 0.125)","(0.06, 0.14)"
432,"(0.075, 0.125)","(0.06, 0.14)"
433,"(0.075, 0.125)","(0.06, 0.14)"
434,"(0.075, 0.125)","(0.06, 0.14)"
435,"(0.075, 0.125)","(0.06, 0.14)"
436,"(0.075, 0.125)","(0.06, 0.14)"
437,"(0.075, 0.125)","(0.06, 0.14)"
438,"(0.075, 0.125)","(0.06, 0.14)"
439,"(0.075, 0.125)","(0.06, 0.14)"
440,"(0.075, 0.125)","(0.06, 0.14)"
441,"(0.075, 0.125)","(0.06, 0.14)"
442,"(0.075, 0.125)","(0.06, 0.14)"
443,"(0.075, 0.125)","(0.06, 0.14)"
444,"(0.075, 0.125)","(0.06, 0.14)"
445,"(0.075, 0.125)","(0.06, 0.14)"
446,"(0.075, 0.125)","(0.06, 0.14)"
447,"(0.075, 0.125)","(0.06, 0.14)"
448,"(0.075, 0.125)","(0.06, 0.14)"
449,"(0.075, 0.125)","(0.06, 0.14)"
450,"(0.075, 0.125)","(0.06, 0.14)"
451,"(0.075, 0.125)","(0.06, 0.14)"
452,"(0.075, 0.125)","(0.06, 0.14)"
453,"(0.075, 0.125)","(0.06, 0.14)"
454,"(0.075, 0.125)","(0.06, 0.14)"
455,"(0.075, 0.125)","(0.06, 0.14)"
456,"(0.075, 0.125)","(0.06, 0.14)"
457,"(0.075, 0.125)","(0.06, 0.14)"
458,"(0.075, 0.125)","(0.06, 0.14)"
459,"(0.075, 0.125)","(0.06, 0.14)"
460,"(0.075, 0.125)","(0.06, 0.14)"
461,"(0.075, 0.125)","(0.06, 0.14)"
462,"(0.075, 0.125)","(0.06, 0.14)"
463,"(0.075, 0.125)","(0.06, 0.14)"
464,"(0.075, 0.125)","(0.06, 0.14)"
465,"(0.075, 0.125)","(0.06, 0.14)"
466,"(0.075, 0.125)","(0.06, 0.14)"
467,"(0.075, 0.125)","(0.06, 0.14)"
468,"(0.075, 0.125)","(0.06, 0.14)"
469,"(0.075, 0.125)","(0.06, 0.14)"
470,"(0.075, 0.125)","(0.06, 0.14)"
471,"(0.075, 0.125)","(0.06, 0.14)"
472,"(0.075, 0.125)","(0.06, 0.14)"
473,"(0.075, 0.125)","(0.06, 0.14)"
474,"(0.075, 0.125)","(0.06, 0.14)"
475,"(0.075, 0.125)","(0.06, 0.14)"
476,"(0.075, 0.125)","(0.06, 0.14)"
477,"(0.075, 0.125)","(0.06, 0.14)"
478,"(0.075, 0.125)","(0.06, 0.14)"
479,"(0.075, 0.125)","(0.06, 0.14)"
480,"(0.075, 0.125)","(0.06, 0.14)"
481,"(0.075, 0.125)","(0.06, 0.14)"
482,"(0.075, 0.125)","(0.06, 0.14)"
483,"(0.075, 0.125)","(0.06, 0.14)"
484,"(0.075, 0.125)","(0.06, 0.14)"
485,"(0.075, 0.125)","(0.06, 0.14)"
486,"(0.075, 0.125)","(0.06, 0.14)"
487,"(0.075, 0.125)","(0.06, 0.14)"
488,"(0.075, 0.125)","(0.06, 0.14)"
489,"(0.075, 0.075)","(0.06, 0.06)"
490,"(0.075, 0.075)","(0.06, 0.06)"
491,"(0.075, 0.075)","(0.06, 0.06)"
492,"(0.075, 0.075)","(0.06, 0.06)"
493,"(0.075, 0.075)","(0.06, 0.06)"
494,"(0.075, 0.075)","(0.06, 0.06)"
495,"(0.075, 0.125)","(0.06, 0.14)"
496,"(0.075, 0.125)","(0.06, 0.14)"
497,"(0.075, 0.125)","(0.06, 0.14)"
498,"(0.075, 0.125)","(0.06, 0.14)"
499,"(0.075, 0.125)","(0.06, 0.14)"
500,"(0.075, 0.125)","(0.06, 0.14)"
501,"(0.075, 0.125)","(0.06, 0.14)"
502,"(0.075, 0.125)","(0.06, 0.14)"
503,"(0.075, 0.125)","(0.06, 0.14)"
504,"(0.075, 0.125)","(0.06, 0.14)"
505,"(0.075, 0.075)","(0.06, 0.06)"
506,"(0.075, 0.075)","(0.06, 0.06)"
507,"(0.075, 0.075)","(0.06, 0.06)"
508,"(0.075, 0.075)","(0.06, 0.06)"
509,"(0.075, 0.075)","(0.06, 0.06)"
510,"(0.075, 0.075)","(0.06, 0.06)"
511,"(0.075, 0.1)","(0.06, 0.1)"
512,"(0.075, 0.1)","(0.06, 0.1)"
513,"(0.075, 0.125)","(0.06, 0.14)"
514,"(0.075, 0.125)","(0.06, 0.14)"
515,"(0.075, 0.125)","(0.06, 0.14)"
516,"(0.075, 0.125)","(0.06, 0.14)"
517,"(0.075, 0.125)","(0.06, 0.14)"
518,"(0.075, 0.125)","(0.06, 0.14)"
519,"(0.075, 0.125)","(0.06, 0.14)"
520,"(0.075, 0.125)","(0.06, 0.14)"
521,"(0.075, 0.125)","(0.06, 0.14)"
522,"(0.075, 0.125)","(0.06, 0.14)"
523,"(0.075, 0.125)","(0.06, 0.14)"
524,"(0.075, 0.125)","(0.06, 0.14)"
525,"(0.075, 0.125)","(0.06, 0.14)"
526,"(0.075, 0.125)","(0.06, 0.14)"
527,"(0.075, 0.075)","(0.06, 0.06)"
528,"(0.075, 0.075)","(0.06, 0.06)"
529,"(0.075, 0.075)","(0.06, 0.06)"
530,"(0.075, 0.075)","(0.06, 0.06)"
531,"(0.075, 0.075)","(0.06, 0.06)"
532,"(0.075, 0.075)","(0.06, 0.06)"
533,"(0.075, 0.075)","(0.06, 0.06)"
534,"(0.075, 0.075)","(0.06, 0.06)"
535,"(0.075, 0.075)","(0.06, 0.06)"
536,"(0.075, 0.075)","(0.06, 0.06)"
